Department_id,Department_Name,Manager_id,Location_id,EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
80,Sales,145,2500,167,Amit,Banda,ABANDA,011.44.1346.729268,21-04-2008 00:00:00,SA_REP,6200,0.1,147,80
80,Sales,145,2500,168,Lisa,Ozer,LOZER,011.44.1343.929268,11-03-2005 00:00:00,SA_REP,11500,0.25,148,80
80,Sales,145,2500,169,Harrison,Bloom,HBLOOM,011.44.1343.829268,23-03-2006 00:00:00,SA_REP,10000,0.2,148,80
80,Sales,145,2500,170,Tayler,Fox,TFOX,011.44.1343.729268,24-01-2006 00:00:00,SA_REP,9600,0.2,148,80
80,Sales,145,2500,171,William,Smith,WSMITH,011.44.1343.629268,23-02-2007 00:00:00,SA_REP,7400,0.15,148,80
80,Sales,145,2500,172,Elizabeth,Bates,EBATES,011.44.1343.529268,24-03-2007 00:00:00,SA_REP,7300,0.15,148,80
80,Sales,145,2500,173,Sundita,Kumar,SKUMAR,011.44.1343.329268,21-04-2008 00:00:00,SA_REP,6100,0.1,148,80
80,Sales,145,2500,174,Ellen,Abel,EABEL,011.44.1644.429267,11-05-2004 00:00:00,SA_REP,11000,0.3,149,80
80,Sales,145,2500,175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,19-03-2005 00:00:00,SA_REP,8800,0.25,149,80
80,Sales,145,2500,176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,24-03-2006 00:00:00,SA_REP,8600,0.2,149,80
80,Sales,145,2500,177,Jack,Livingston,JLIVINGS,011.44.1644.429264,23-04-2006 00:00:00,SA_REP,8400,0.2,149,80
80,Sales,145,2500,179,Charles,Johnson,CJOHNSON,011.44.1644.429262,04-01-2008 00:00:00,SA_REP,6200,0.1,149,80
50,Shipping,121,1500,180,Winston,Taylor,WTAYLOR,650.507.9876,24-01-2006 00:00:00,SH_CLERK,3200,,120,50
50,Shipping,121,1500,181,Jean,Fleaur,JFLEAUR,650.507.9877,23-02-2006 00:00:00,SH_CLERK,3100,,120,50
50,Shipping,121,1500,182,Martha,Sullivan,MSULLIVA,650.507.9878,21-06-2007 00:00:00,SH_CLERK,2500,,120,50
50,Shipping,121,1500,183,Girard,Geoni,GGEONI,650.507.9879,03-02-2008 00:00:00,SH_CLERK,2800,,120,50
50,Shipping,121,1500,184,Nandita,Sarchand,NSARCHAN,650.509.1876,27-01-2004 00:00:00,SH_CLERK,4200,,121,50
50,Shipping,121,1500,185,Alexis,Bull,ABULL,650.509.2876,20-02-2005 00:00:00,SH_CLERK,4100,,121,50
50,Shipping,121,1500,186,Julia,Dellinger,JDELLING,650.509.3876,24-06-2006 00:00:00,SH_CLERK,3400,,121,50
50,Shipping,121,1500,187,Anthony,Cabrio,ACABRIO,650.509.4876,07-02-2007 00:00:00,SH_CLERK,3000,,121,50
50,Shipping,121,1500,188,Kelly,Chung,KCHUNG,650.505.1876,14-06-2005 00:00:00,SH_CLERK,3800,,122,50
50,Shipping,121,1500,189,Jennifer,Dilly,JDILLY,650.505.2876,13-08-2005 00:00:00,SH_CLERK,3600,,122,50
50,Shipping,121,1500,190,Timothy,Gates,TGATES,650.505.3876,11-07-2006 00:00:00,SH_CLERK,2900,,122,50
50,Shipping,121,1500,191,Randall,Perkins,RPERKINS,650.505.4876,19-12-2007 00:00:00,SH_CLERK,2500,,122,50
50,Shipping,121,1500,192,Sarah,Bell,SBELL,650.501.1876,04-02-2004 00:00:00,SH_CLERK,4000,,123,50
50,Shipping,121,1500,193,Britney,Everett,BEVERETT,650.501.2876,03-03-2005 00:00:00,SH_CLERK,3900,,123,50
50,Shipping,121,1500,194,Samuel,McCain,SMCCAIN,650.501.3876,01-07-2006 00:00:00,SH_CLERK,3200,,123,50
50,Shipping,121,1500,195,Vance,Jones,VJONES,650.501.4876,17-03-2007 00:00:00,SH_CLERK,2800,,123,50
50,Shipping,121,1500,196,Alana,Walsh,AWALSH,650.507.9811,24-04-2006 00:00:00,SH_CLERK,3100,,124,50
50,Shipping,121,1500,197,Kevin,Feeney,KFEENEY,650.507.9822,23-05-2006 00:00:00,SH_CLERK,3000,,124,50
50,Shipping,121,1500,198,Donald,OConnell,DOCONNEL,650.507.9833,21-06-2007 00:00:00,SH_CLERK,2600,,124,50
50,Shipping,121,1500,199,Douglas,Grant,DGRANT,650.507.9844,13-01-2008 00:00:00,SH_CLERK,2600,,124,50
10,Administration,200,1700,200,Jennifer,Whalen,JWHALEN,515.123.4444,17-09-2003 00:00:00,AD_ASST,4400,,101,10
20,Marketing,201,1800,201,Michael,Hartstein,MHARTSTE,515.123.5555,17-02-2004 00:00:00,MK_MAN,13000,,100,20
20,Marketing,201,1800,202,Pat,Fay,PFAY,603.123.6666,17-08-2005 00:00:00,MK_REP,6000,,201,20
40,Human Resources,203,2400,203,Susan,Mavris,SMAVRIS,515.123.7777,07-06-2002 00:00:00,HR_REP,6500,,101,40
70,Public Relations,204,2700,204,Hermann,Baer,HBAER,515.123.8888,07-06-2002 00:00:00,PR_REP,10000,,101,70
110,Accounting,205,1700,205,Shelley,Higgins,SHIGGINS,515.123.8080,07-06-2002 00:00:00,AC_MGR,12008,,101,110
110,Accounting,205,1700,206,William,Gietz,WGIETZ,515.123.8181,07-06-2002 00:00:00,AC_ACCOUNT,8300,,205,110
